Año,Kilómetraje,Precio,Lugar,Negociacion,Categoría,Marca,Subtipo,Modelo,Publicación,Recorrido,Vidrios,Transmisión,Combustible,Sistema de climatización,Tracción,Color,Último número de la placa,Dirección,Motor(cilindraje),Tapizado,Placa,Tipo de Motor,Entrada desde,Cuotas desde,Número de cuotas
2023,0,114.99,Cuenca,Negociable,NEW,Jeep,Todoterreno,Rubicon 4xe,,,,,,,,,,,,,,,,,
2015,149000,25.9,Quito,Negociable,USED,Mazda,Todoterreno,CX-5,,,,,,,,,,,,,,,,,
2019,65000,15.9,Riobamba,Negociable,USED,Haval,Todoterreno,H2 Sport,,,,,,,,,,,,,,,,,
2017,95644,28.0,Cuenca,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
2011,14500,17.2,Cuenca,Negociable,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,
2014,92000,14.2,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Tracker LS,,,,,,,,,,,,,,,,,
2013,158000,55.8,Ambato,Negociable,USED,Toyota,Todoterreno,4 Runner Limited,,,,,,,,,,,,,,,,,
2015,108000,24.5,Ambato,Negociable,USED,Nissan,Todoterreno,X-Trail Sense,,,,,,,,,,,,,,,,,
2008,215000,10.99,Quito,Negociable,USED,Mercedes Benz,Sedán,S400 Hibrido,#1723532,104000 Kms,Eléctricos,,Gasolina,Aire Acondicionado,,,0.0,Asistida,,Cuero,Guayas,,,,
2010,115000,9.5,Quito,Negociable,USED,Toyota,Hatchback (5 Puertas),Prius C Sport,,,,,,,,,,,,,,,,,
2018,133000,13.5,Quito,Negociable,USED,Chevrolet,Mini van (MPV),N300 MAX CARGO 1.2L TM AC,,,,,,,,,,,,,,,,,
2002,270000,9.5,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara 3P,,,,,,,,,,,,,,,,,
2015,139000,23.3,Cuenca,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok 4x4,,,,,,,,,,,,,,,,,
2010,193000,18.0,Cuenca,Negociable,USED,Ford,Camioneta Doble Cabina,F150 DC 4X2,,,,,,,,,,,,,,,,,
2017,101000,12.8,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Emotion GLS,,,,,,,,,,,,,,,,,
2017,101000,12.8,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Emotion Advance,,,,,,,,,,,,,,,,,
2019,26000,43.8,Ambato,Negociable,USED,Honda,Todoterreno,CR-V,,,,,,,,,,,,,,,,,
1981,160000,17.8,Cuenca,Negociable,USED,Chevrolet,Todoterreno,Blazer,,,,,,,,,,,,,,,,,
2013,195000,11.9,Quito,Negociable,USED,Nissan,Sedán,Versa,,,,,,,,,,,,,,,,,
2014,148000,13.9,Quito,Negociable,USED,Chevrolet,Sedán,Cruze,,,,,,,,,,,,,,,,,
2018,66000,17.9,Quito,Negociable,USED,Kia,Sedán,Cerato,,,,,,,,,,,,,,,,,
2018,61000,16.5,Quito,Negociable,USED,Great Wall,Todoterreno,H6,,,,,,,,,,,,,,,,,
2019,78000,17.9,Quito,Negociable,USED,Great Wall,Camioneta Doble Cabina,WINGLE,,,,,,,,,,,,,,,,,
2019,130000,22.5,Paquisha,Negociable,USED,JAC,Camioneta Doble Cabina,T6,,,,,,,,,,,,,,,,,
1998,242000,5.9,Quito,Fijo,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,,,,
2002,286000,9.8,Ambato,Negociable,USED,Honda,Todoterreno,CR-V,,,,,,,,,,,,,,,,,
2019,73000,25.0,Samborondón,Negociable,USED,Hyundai,Todoterreno,Santa Fe 4x2,,,,,,,,,,,,,,,,,
2005,190000,9.5,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Corsa Evolution,,,,,,,,,,,,,,,,,
2018,58000,15.6,Quito,Negociable,USED,Chevrolet,Sedán,Cavalier,,,,,,,,,,,,,,,,,
2018,90000,11.5,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2003,203000,5.2,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Corsa Wind,,,,,,,,,,,,,,,,,
2005,297000,10.8,Quito,Negociable,USED,Honda,Todoterreno,Pilot,,,,,,,,,,,,,,,,,
2018,140000,13.9,Quito,Negociable,USED,Kia,Sedán,RIO LX,,,,,,,,,,,,,,,,,
2018,68000,32.8,Quito,Negociable,USED,Nissan,Camioneta Cabina Simple,Frontier NP300,,,,,,,,,,,,,,,,,
2019,94000,17.9,Ibarra,Negociable,USED,Suzuki,Todoterreno Ligero,S-Cross,,,,,,,,,,,,,,,,,
2004,298000,17.9,Quito,Negociable,USED,Mitsubishi,Todoterreno,Montero 5P,,,,,,,,,,,,,,,,,
2023,0,127.99,Cumbayá,Fijo,NEW,Mercedes Benz,Otro,A45 AMG S,,,,,,,,,,,,,,,,,
2015,158000,58.0,Machala,Negociable,USED,Toyota,Todoterreno,4 Runner Limited,,,,,,,,,,,,,,,,,
2020,17000,25.0,Quito,Negociable,USED,Volkswagen,Hatchback (5 Puertas),T-CROSS CONFORTLINE AC,,,,,,,,,,,,,,,,,
2010,11500,17.0,Cuenca,Negociable,USED,Ford,Camioneta Cabina Simple,F150,,,,,,,,,,,,,,,,,
2023,5000,16.7,Riobamba,Negociable,USED,Chevrolet,Hatchback (5 Puertas),SAIL LTZ,,,,,,,,,,,,,,,,,
2019,36000,22.5,Guayaquil,Negociable,USED,Mazda,Hatchback (5 Puertas),CX-3,,,,,,,,,,,,,,,,,
2015,62000,16.0,Quito,Negociable,USED,Hyundai,Sedán,Sonata Hybrid,,,,,,,,,,,,,,,,,
1997,59000,9.553,Quito,Negociable,USED,Hyundai,Todoterreno,Santa Fe 4x2,#1722368,73000 Kms,Eléctricos,Manual,Gasolina,,,,,,,Cuero,,,,,
2017,92000,28.0,Ibarra,Negociable,USED,Kia,Todoterreno,SPORTAGE R GTI,,,,,,,,,,,,,,,,,
2022,44000,19.9,Ibarra,Negociable,USED,Kia,Hatchback (5 Puertas),RIO EX,,,,,,,,,,,,,,,,,
2012,143000,11.5,Quito,Negociable,USED,Chevrolet,Sedán,Cruze,,,,,,,,,,,,,,,,,
2014,170000,22.5,Loja,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,,,,
2006,284000,6.2,Quito,Negociable,USED,Peugeot,Coupé,206 XR PREMIUM,,,,,,,,,,,,,,,,,
2021,45600,23.9,Guayaquil,Fijo,USED,Citroen,Van Pasajeros,Berlingo Multispace,,,,,,,,,,,,,,,,,
2018,80000,18.8,Quito,Negociable,USED,Kia,Sedán,Cerato GT,,,,,,,,,,,,,,,,,
2008,200000,12.9,Quito,Negociable,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,
2023,1,25.49,Cuenca,Fijo,USED,Jetour,Crossover,X70 II MT 1.5T,,,,,,,,,,,,,,,,,
2023,1,30.99,Cuenca,Fijo,USED,Jetour,Crossover,X70 PLUS,,,,,,,,,,,,,,,,,
2017,51000,38.5,Cuenca,Negociable,USED,Ford,Camioneta Cabina Simple,F150 RC 4X2,,,,,,,,,,,,,,,,,
2023,1,25.49,Cuenca,Fijo,USED,Jetour,Crossover,X70 II MT 1.5T,,,,,,,,,,,,,,,,,
2023,1,27.99,Cuenca,Fijo,USED,JAC,Camioneta Doble Cabina,T8,,,,,,,,,,,,,,,,,
2023,1,27.99,Cuenca,Negociable,USED,JAC,Camioneta Doble Cabina,T8,,,,,,,,,,,,,,,,,
2023,1000,32.5,Santo Domingo,Negociable,USED,Hyundai,Todoterreno,Tucson,,,,,,,,,,,,,,,,,
2014,130000,10.0,Ibarra,Negociable,USED,Renault,Hatchback (5 Puertas),Sandero Dynamic,,,,,,,,,,,,,,,,,
2007,237000,9.7,Ibarra,Negociable,USED,Ford,Todoterreno,Ecosport,,,,,,,,,,,,,,,,,
2019,55000,19.9,Ibarra,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2009,121000,50.0,Ibarra,Negociable,USED,Cadillac,Todoterreno,Escalade Hibrido,,,,,,,,,,,,,,,,,
2006,210000,6.8,Ibarra,Negociable,USED,Renault,Hatchback (5 Puertas),Clio,,,,,,,,,,,,,,,,,
2016,134000,22.99,Loja,Negociable,USED,Nissan,Todoterreno,X-Trail,,,,,,,,,,,,,,,,,
2019,76000,23.0,Piñas,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,
2019,57323,10.3,Quito,Negociable,USED,Shineray,Van de Carga,X30 CARGO,,,,,,,,,,,,,,,,,
2016,57000,14.9,Quito,Negociable,USED,Great Wall,Todoterreno,H5 Elite,,,,,,,,,,,,,,,,,
2013,171,21.5,Cumbayá,Negociable,USED,Ford,Sedán,Edge,,,,,,,,,,,,,,,,,
2015,190000,9.9,Cumbayá,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2015,106000,16.5,Cumbayá,Negociable,USED,Volkswagen,Sedán,Jetta,,,,,,,,,,,,,,,,,
2013,78000,18.9,Quito,Negociable,USED,Hyundai,Todoterreno,Tucson IX,,,,,,,,,,,,,,,,,
2022,15,28.9,Cumbayá,Negociable,USED,Chery,Todoterreno,Tiggo 7,,,,,,,,,,,,,,,,,
2013,119000,39.9,Cumbayá,Negociable,USED,BMW,Sedán,520i,,,,,,,,,,,,,,,,,
2016,97,50.9,Cumbayá,Negociable,USED,Jeep,Todoterreno,Cherokee Limited,,,,,,,,,,,,,,,,,
2008,232514,9.9,Quito,Negociable,USED,Ford,Todoterreno,Escape,,,,,,,,,,,,,,,,,
2009,218402,12.5,Quito,Negociable,USED,Hyundai,Todoterreno,Santa Fe 4x2,,,,,,,,,,,,,,,,,
2017,59129,17.8,Guayaquil,Negociable,USED,Suzuki,Todoterreno,GRAN VITARA SZ NEXT,,,,,,,,,,,,,,,,,
2020,42000,24.5,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,#1716360,55000 Kms,,,Gasolina,Aire Acondicionado,4 x 2,Plata,0.0,Hidráulica,2000.0,,Pichincha,,,,
2015,105000,15.6,Quito,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,
2016,115000,15.9,Cumbayá,Negociable,USED,Hyundai,Sedán,Sonata,,,,,,,,,,,,,,,,,
2022,17000,34.0,Cuenca,Negociable,USED,Jetour,Crossover,X70 PLUS,,,,,,,,,,,,,,,,,
2009,110,13.9,Cumbayá,Negociable,USED,Mazda,Mini van (MPV),5,,,,,,,,,,,,,,,,,
2018,77,89.9,Cumbayá,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Raptor AC,,,,,,,,,,,,,,,,,
2017,138000,22.5,Ibarra,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX DOHC 2.4,,,,,,,,,,,,,,,,,
2020,55000,24.5,Ibarra,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,
2019,63000,13.5,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2015,131000,16.2,Quito,Negociable,USED,Hyundai,Sedán,Sonata Hybrid,,,,,,,,,,,,,,,,,
2022,1,104.99,Cumbayá,Fijo,USED,Mercedes Benz,Sedán,E350,,,,,,,,,,,,,,,,,
2016,153000,18.5,Ibarra,Negociable,USED,Mazda,Camioneta Cabina Simple,BT-50 CS 2.6,,,,,,,,,,,,,,,,,
2022,0,94.99,Cumbayá,Fijo,NEW,Mercedes Benz,Sedán,A35,,,,,,,,,,,,,,,,,
2012,209000,7.9,Ibarra,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,,,,
2018,8000,62.0,Ibarra,Negociable,USED,Citroen,Van de Carga,Jumper,,,,,,,,,,,,,,,,,
2021,36000,22.9,Cumbayá,Negociable,USED,Toyota,Todoterreno,Rush,,,,,,,,,,,,,,,,,
1994,340,8.5,Cumbayá,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV CD,,,,,,,,,,,,,,,,,
2014,132,14.5,Cumbayá,Negociable,USED,Nissan,Todoterreno,X-Trail Xtreme,,,,,,,,,,,,,,,,,
2013,173000,8.5,Ibarra,Negociable,USED,Kia,Sedán,Rio Stylus,,,,,,,,,,,,,,,,,
2017,54000,16.9,Quito,Negociable,USED,Hyundai,Sedán,Ioniq Hybrid,,,,,,,,,,,,,,,,,
1997,1,5.5,Ibarra,Negociable,USED,Mazda,Sedán,323,,,,,,,,,,,,,,,,,
2005,220,10.9,Cumbayá,Negociable,USED,Jeep,Todoterreno,Grand Cherokee,,,,,,,,,,,,,,,,,
2021,56900,29.9,Cumbayá,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,,,,
1995,180000,11.9,Quito,Negociable,USED,Nissan,Van,Quest,,,,,,,,,,,,,,,,,
2007,200000,9.7,Ambato,Negociable,USED,Mazda,Station Wagon,Allegro,,,,,,,,,,,,,,,,,
2017,87,23.9,Cumbayá,Negociable,USED,Kia,Todoterreno Ligero,SPORTAGE R GTI,,,,,,,,,,,,,,,,,
2015,98000,35.5,Cumbayá,Negociable,USED,Mazda,Todoterreno,CX-9,,,,,,,,,,,,,,,,,
2018,36000,18.8,Quito,Negociable,USED,Chevrolet,Todoterreno,Tracker LS,,,,,,,,,,,,,,,,,
2015,60000,13.5,Quito,Negociable,USED,Kia,Sedán,Cerato,,,,,,,,,,,,,,,,,
2013,230000,11.499,Otavalo,Negociable,USED,Renault,Todoterreno,Duster 1.6,,,,,,,,,,,,,,,,,
2022,20100,29.9,Quito,Negociable,USED,Mazda,Crossover,CX-30,,,,,,,,,,,,,,,,,
2020,52200,16.9,Guayaquil,Negociable,USED,Kia,Hatchback (5 Puertas),RIO EX,,,,,,,,,,,,,,,,,
2010,70931,17.0,Quito,Negociable,USED,Lexus,Sedán,HS250h,,,,,,,,,,,,,,,,,
2019,59000,43.499,Guayaquil,Negociable,USED,Mini,Hatchback (5 Puertas),Cooper Countryman,,,,,,,,,,,,,,,,,
2020,37600,21.5,Guayaquil,Fijo,USED,Chevrolet,Todoterreno,Captiva Limited,,,,,,,,,,,,,,,,,
2016,93000,39.5,Machala,Negociable,USED,Kia,Sedán,Rio Stylus,#1709961,173000 Kms,Eléctricos,Manual,Gasolina,Calefacción,4 x 2,Gris,5.0,Hidráulica,1600.0,Tela,Imbabura,,,,
2019,40280,19.8,Ambato,Negociable,USED,Chevrolet,Todoterreno,Tracker Premier,,,,,,,,,,,,,,,,,
2020,33638,19.5,Ambato,Negociable,USED,Haval,Todoterreno,H6,,,,,,,,,,,,,,,,,
1995,153000,6.7,Quito,Negociable,USED,Volvo,Sedán,850,,,,,,,,,,,,,,,,,
2019,43693,17.3,Ambato,Negociable,USED,Kia,Sedán,RIO EX,,,,,,,,,,,,,,,,,
2018,61000,49.0,Quito,Negociable,USED,Honda,Todoterreno,Pilot,,,,,,,,,,,,,,,,,
2016,148000,28.0,Guayaquil,Fijo,USED,Toyota,Camioneta Doble Cabina,Hilux,,,,,,,,,,,,,,,,,
2009,17300,15.8,Ambato,Negociable,USED,Mitsubishi,Todoterreno,Outlander,,,,,,,,,,,,,,,,,
2023,10,16.19,Ambato,Negociable,USED,Hyundai,Hatchback (5 Puertas),Grand I10 HB,,,,,,,,,,,,,,,,,
1978,400000,5.5,Ambato,Negociable,USED,Mercedes Benz,Sedán,250,,,,,,,,,,,,,,,,,
2019,48000,16.5,Quito,Negociable,USED,Great Wall,Camioneta Doble Cabina,Wingle 5 AC CD 4X2,,,,,,,,,,,,,,,,,
2017,69000,17.5,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2013,139000,10.7,Quito,Negociable,USED,Fiat,Sedán,Siena,,,,,,,,,,,,,,,,,
2001,255000,6.7,Quito,Negociable,USED,Volkswagen,Sedán,Polo Classic,,,,,,,,,,,,,,,,,
2020,27000,36.8,Ambato,Negociable,USED,Volkswagen,Todoterreno,Tiguan,,,,,,,,,,,,,,,,,
2023,1000,17.3,Loja,Negociable,USED,Chery,Todoterreno,TIGGO 2 PRO,,,,,,,,,,,,,,,,,
2023,0,22.19,Ambato,Fijo,NEW,Hyundai,Sedán,Accent New,,,,,,,,,,,,,,,,,
2023,0,34.99,Ambato,Fijo,NEW,Hyundai,Todoterreno,Tucson,,,,,,,,,,,,,,,,,
2018,68000,17.8,Ambato,Negociable,USED,Suzuki,Todoterreno Ligero,S-Cross,,,,,,,,,,,,,,,,,
2016,73000,38.9,Quito,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2015,106000,24.5,Quito,Negociable,USED,Toyota,Todoterreno,RAV 4,,,,,,,,,,,,,,,,,
2008,160000,20.0,Ambato,Negociable,USED,Toyota,Todoterreno,Prado 3P,,,,,,,,,,,,,,,,,
2017,117500,23.4,Quito,Negociable,USED,Mazda,Todoterreno,CX-5,,,,,,,,,,,,,,,,,
2019,25000,28.5,Machala,Negociable,USED,Nissan,Todoterreno,Qashqai exclusive,,,,,,,,,,,,,,,,,
2011,197000,18.9,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,Silverado Hibrido 4x4,,,,,,,,,,,,,,,,,
2018,55000,37.5,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux SR AC CD,,,,,,,,,,,,,,,,,
1971,50000,11.5,Quito,Negociable,USED,Land Rover,Todoterreno,Santana,,,,,,,,,,,,,,,,,
2018,59350,21.8,Cuenca,Negociable,USED,Hyundai,Todoterreno,Creta,,,,,,,,,,,,,,,,,
2019,71330,20.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Tracker LS,,,,,,,,,,,,,,,,,
2013,61000,20.8,Ambato,Negociable,USED,Subaru,Todoterreno,XV Crosstrek,,,,,,,,,,,,,,,,,
1997,40000,35.8,Ambato,Negociable,USED,Chevrolet,Convertible,Camaro,,,,,,,,,,,,,,,,,
2019,106000,18.5,Ambato,Negociable,USED,Foday,Todoterreno,Lion F22,,,,,,,,,,,,,,,,,
2002,403000,7.8,Ambato,Negociable,USED,Ford,Camioneta Cabina Simple,F150 XL CS,,,,,,,,,,,,,,,,,
2017,95000,43.0,Sangolqui,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2011,94,59.9,Quito,Negociable,USED,Porsche,Todoterreno Ligero,Cayenne S e-Hybrid,,,,,,,,,,,,,,,,,
2011,155000,23.9,Quito,Negociable,USED,Suzuki,Todoterreno Ligero,S-Cross,#1721966,68000 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Blanco,2.0,Hidráulica,1600.0,Tela,Tungurahua,,,,
2002,240000,4.9,Quito,Negociable,USED,Volkswagen,Sedán,Vento,,,,,,,,,,,,,,,,,
2012,172000,13.7,Quito,Negociable,USED,Chevrolet,Todoterreno,Vitara 3P,,,,,,,,,,,,,,,,,
2018,14000,18.7,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2018,14000,18.7,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara SZ Next,,,,,,,,,,,,,,,,,
2022,23400,21.5,Quito,Fijo,USED,Ram,Camioneta Doble Cabina,Ram 700 Bighorn,,,,,,,,,,,,,,,,,
2012,109000,9.5,Quito,Negociable,USED,Peugeot,Hatchback (5 Puertas),206,,,,,,,,,,,,,,,,,
2005,181660,13.9,Quito,Negociable,USED,Jeep,Todoterreno,Grand Cherokee,,,,,,,,,,,,,,,,,
1993,173677,6.9,Quito,Negociable,USED,Jeep,Todoterreno,Grand Cherokee,,,,,,,,,,,,,,,,,
2006,117000,23.9,Quito,Negociable,USED,BMW,Sedán,325i,,,,,,,,,,,,,,,,,
2015,69000,33.0,Quito,Negociable,USED,Audi,Sedán,A3,,,,,,,,,,,,,,,,,
1979,0,6.9,Quito,Negociable,USED,Chevrolet,Camioneta Cabina Simple,C10,,,,,,,,,,,,,,,,,
2011,177000,20.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150,,,,,,,,,,,,,,,,,
2020,31000,64.0,Guayaquil,Negociable,USED,Ford,Camioneta Doble Cabina,F150 XLT CD,,,,,,,,,,,,,,,,,
2020,39000,31.9,Quito,Negociable,USED,JAC,Todoterreno,S7,,,,,,,,,,,,,,,,,
2015,87000,32.5,Loja,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
2017,78900,24.5,Quito,Negociable,USED,Ford,SUV,Escape,,,,,,,,,,,,,,,,,
2020,51000,15.5,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),Picanto GT Limited,,,,,,,,,,,,,,,,,
2010,120990,14.4,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Sport,,,,,,,,,,,,,,,,,
2011,110107,22.9,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,Silverado Hibrido,,,,,,,,,,,,,,,,,
2011,430000,20.0,Santa Ana,Negociable,USED,Nissan,Camioneta Doble Cabina,Navara,,,,,,,,,,,,,,,,,
2011,144222,23.9,Quito,Negociable,USED,BMW,Sedán,320i,,,,,,,,,,,,,,,,,
2019,67000,12.0,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2017,167000,16.961,Quito,Negociable,USED,Kia,Todoterreno,Sportage Active,,,,,,,,,,,,,,,,,
2014,147123,34.9,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F150 4X4,,,,,,,,,,,,,,,,,
2003,360000,5.0,Guayaquil,Negociable,USED,Skoda,Sedán,Fabia,,,,,,,,,,,,,,,,,
2009,140000,14.6,Quito,Negociable,USED,Nissan,Hatchback (5 Puertas),Murano 4X2 AT,,,,,,,,,,,,,,,,,
2012,166000,14.7,Quito,Negociable,USED,Ford,SUV,Escape,,,,,,,,,,,,,,,,,
2020,27000,28.0,Quito,Negociable,USED,Nissan,Camioneta Doble Cabina,Frontier,,,,,,,,,,,,,,,,,
2008,270000,11.9,Quito,Negociable,USED,Chevrolet,Camioneta Cabina Simple,D-MAX,,,,,,,,,,,,,,,,,
2020,54000,13.5,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO EX 1.2,,,,,,,,,,,,,,,,,
2017,81000,24.0,Cariamanga,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,
1995,198500,6.8,Quito,Fijo,USED,Nissan,Sedán,Sentra,,,,,,,,,,,,,,,,,
2013,100000,10.6,Quito,Negociable,USED,Fiat,Sedán,PALIO FIRE 1.4,,,,,,,,,,,,,,,,,
2019,69200,17.2,Quito,Negociable,USED,Hyundai,Sedán,Accent,,,,,,,,,,,,,,,,,
2015,83000,18.2,Manta,Negociable,USED,Chevrolet,Todoterreno,Captiva Sport,#1659029,120990 Kms,,,,,,,,,,,,,,,
1998,252655,6.9,Quito,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2014,138000,77.9,Quito,Negociable,USED,BMW,Todoterreno,X5 xDrive35i,,,,,,,,,,,,,,,,,
2019,27000,14.9,Quito,Negociable,USED,Chery,Crossover,Tiggo 2,,,,,,,,,,,,,,,,,
2009,99000,47.0,Quito,Negociable,USED,BMW,Sedán,335i,,,,,,,,,,,,,,,,,
2016,66000,40.5,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,,,,
2012,78500,22.777,Quito,Negociable,USED,Peugeot,Convertible,207cc,,,,,,,,,,,,,,,,,
2022,23000,25.9,Quito,Negociable,USED,Mazda,Crossover,CX-3 ENTRY,,,,,,,,,,,,,,,,,
2012,54000,48.277,Quito,Negociable,USED,BMW,Todoterreno,X5 xDrive35i,,,,,,,,,,,,,,,,,
2019,53000,12.5,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2012,100000,24.6,Quito,Negociable,USED,Honda,Todoterreno,CR-V,,,,,,,,,,,,,,,,,
2022,7400,22.5,Quito,Negociable,USED,Jetour,Crossover,X70 II MT 1.5T,,,,,,,,,,,,,,,,,
2019,72000,65.0,Guayaquil,Negociable,USED,Chevrolet,Todoterreno,Trailblazer,,,,,,,,,,,,,,,,,
2021,400,21.8,Guayaquil,Negociable,USED,Chevrolet,Hatchback (5 Puertas),SAIL LTZ,,,,,,,,,,,,,,,,,
2010,150000,19.0,Cuenca,Fijo,USED,Ford,Todoterreno,Edge Limited,,,,,,,,,,,,,,,,,
2012,145000,18.0,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX 4X2 CD,,,,,,,,,,,,,,,,,
2013,100000,20.5,Cuenca,Negociable,USED,Ford,Todoterreno,Edge,,,,,,,,,,,,,,,,,
2010,150000,15.0,Cuenca,Negociable,USED,Ford,Todoterreno,Escape Hibrido,,,,,,,,,,,,,,,,,
2014,130000,10.3,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
2014,147740,28.81,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2012,308115,11.9,Guayaquil,Negociable,USED,Peugeot,Sedán,408,,,,,,,,,,,,,,,,,
2018,80000,16.5,Quito,Negociable,USED,Great Wall,Todoterreno,H3 2.0,,,,,,,,,,,,,,,,,
2020,34000,25.9,Loja,Negociable,USED,Gac,Todoterreno,GS7,,,,,,,,,,,,,,,,,
2008,74700,12.995,Quito,Negociable,USED,Volkswagen,Sedán,Jetta Trendline 2.0 TM,,,,,,,,,,,,,,,,,
2021,1,83.5,Quito,Negociable,USED,Mercedes Benz,Hatchback (5 Puertas),A35,,,,,,,,,,,,,,,,,
2015,69000,10.8,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2015,94000,17.5,Manta,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Grand Vitara SZ,,,,,,,,,,,,,,,,,
2007,139000,9.3,Quito,Negociable,USED,Volkswagen,Sedán,Jetta Trendline TA,,,,,,,,,,,,,,,,,
1990,417000,16.0,Cuenca,Negociable,USED,Toyota,Todoterreno,Land Cruiser,,,,,,,,,,,,,,,,,
2015,155000,10.4,Quito,Negociable,USED,Renault,Sedán,Logan,,,,,,,,,,,,,,,,,
2011,95000,15.99,Guayaquil,Fijo,USED,Citroen,Sedán,C5,,,,,,,,,,,,,,,,,
2012,156000,11.5,Guayaquil,Negociable,USED,Hyundai,Sedán,Accent New,,,,,,,,,,,,,,,,,
2019,56000,35.5,Quito,Negociable,USED,Volkswagen,Todoterreno,Tiguan,,,,,,,,,,,,,,,,,
2022,48804,24.5,Guayaquil,Negociable,USED,Chery,Todoterreno,Tiggo 8 2.0 CVT 4x2,,,,,,,,,,,,,,,,,
2010,196740,14.9,Guayaquil,Negociable,USED,Citroen,Sedán,C5,,,,,,,,,,,,,,,,,
2016,129000,26.9,Guayaquil,Negociable,USED,Chevrolet,Sedán,Sail,#1721228,130000 Kms,,,,,,,,,,,,,,,
2023,0,34.99,Ambato,Fijo,NEW,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,
2020,69000,37.5,Guayaquil,Negociable,USED,Hyundai,Todoterreno,New Santa Fe,,,,,,,,,,,,,,,,,
2017,221600,16.6,Quito,Negociable,USED,Toyota,Hatchback (5 Puertas),Prius C Sport,,,,,,,,,,,,,,,,,
2012,287000,11.6,Guayaquil,Negociable,USED,Hyundai,Hatchback (5 Puertas),Accent,,,,,,,,,,,,,,,,,
